,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2141,Argentina,"Grassy stalky berry aromas lean towards green. This feels grippy, while spicy herbal berry flavors stay the course and finish with minty green notes on top of basic plum and berry.",Oak Cask,84,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2014 Oak Cask Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trapiche
2142,France,"The wine is lean for the vintage, tight and with an austere structure. Its tannins and juicy red fruits are in the background. The aftertaste is dry and firm.",Carpe Diem,84,22,Bordeaux,Côtes de Bourg,,Roger Voss,@vossroger,Château Kalon Nodoz 2012 Carpe Diem  (Côtes de Bourg),Bordeaux-style Red Blend,Château Kalon Nodoz
2143,France,"Too alcoholic for its own good, the wine is full bodied and heavy. It has tannins, superripe black fruits while missing structure and acidity. It is developing fast and will be ready to drink from 2017.",Collection,84,22,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Collection  (Moulin-à-Vent),Gamay,L. Tramier & Fils
2144,US,"Light aromas of red fruit, game and vanilla are followed by quite tart puckering fruit flavors. It needs food to counteract the screaming acid.",Goose Ridge Vineyard,84,28,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Oak Knoll 2011 Goose Ridge Vineyard Barbera (Columbia Valley (WA)),Barbera,Oak Knoll
2145,Spain,"This pink wine smells of red-apple skins. The palate is low on acidity but not entirely dull. Dry briny lightly bitter flavors don't show a lot of fruit, while this is pulpy on the finish.",Selección Tempranillo,84,8,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sonsierra 2015 Selección Tempranillo Rosé (Rioja),Rosé,Sonsierra
2146,US,"This shows the tannic chewy, vegetal nature of the grape, without off-setting it with other flavors. One-third new French oak has made little impact, and the wine is rough and astringent through a quick finish.",,84,28,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,South Stage 2012 Carmenère (Rogue Valley),Carmenère,South Stage
2147,Italy,"This easygoing, informal wine offers subdued aromas suggesting cassis, raisin and a note of dried herb. The simple palate shows mature plum and a hint of clove alongside fleeting tannins.",Podere,84,10,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Umani Ronchi 2015 Podere  (Montepulciano d'Abruzzo),Montepulciano,Umani Ronchi
2148,Italy,A whiff of cellar floor and powdered sage lead the nose. The simple diluted palate offers dried black cherry and an earthy note alongside fleeting tannins.,Vasari,84,11,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Barba 2015 Vasari  (Montepulciano d'Abruzzo),Montepulciano,Barba
2149,Portugal,"The tannins are firm, still controlling the black fruits in this wine. It is concentrated, with considerable extraction giving a dry wine with a hard edge. The red-berry flavors are lost.",Premium,84,33,Douro,,,Roger Voss,@vossroger,Quinta da Padrela 2013 Premium Red (Douro),Portuguese Red,Quinta da Padrela
2150,US,"Most of the action is on the outside of this gaudy bottle. However, this light and slightly sweet wine has appley, floral flavors and a soft, easy texture.",,84,12,California,California,California Other,Jim Gordon,@gordone_cellars,La Catrina NV Pinot Grigio (California),Pinot Grigio,La Catrina
2151,Spain,"Heavy oak aromas sit atop wiry plum and spice scents. This feels tannic and tough, with up-front oak and herbal berry flavors. A dry tannic, spicy finish features palpable oak that tastes forced and like plastic.",Made With Organic Grapes,84,11,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Venta Morales 2015 Made With Organic Grapes Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Venta Morales
2152,US,"This light-colored and light-bodied wine combines an earthy, metallic aroma with mildly fruity, candied flavors. Its texture is mild and smooth.",Lot 6,84,11,California,California,California Other,Jim Gordon,@gordone_cellars,Grayson 2015 Lot 6 Merlot (California),Merlot,Grayson
2153,Spain,"Prickly berry aromas include notes of both candied raspberry and cinnamon. This feels a bit clunky and sticky, with sugary berry flavors and a slightly cloying finish.",SPÑ,84,9,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Bodegas Isidro Milagro 2015 SPÑ Red (Vino de la Tierra de Castilla),Red Blend,Bodegas Isidro Milagro
2154,Spain,"Dusty aromas of desert brush, oak, blueberry, animal hide and green herbs are strained. This feels raw and choppy, while reedy herbal red-fruit flavors finish with a note of raisin. This Monastrell (with 10% Syrah) is okay but all over the map.",Estate Wine Organic,84,18,Levante,Jumilla,,Michael Schachner,@wineschach,Campos de Risca 2013 Estate Wine Organic Monastrell-Syrah (Jumilla),Monastrell-Syrah,Campos de Risca
2155,Argentina,"Briny, cidery aromas are a touch stale. This has a basic citrusy mouthfeel along with flavors of orange and tangerine that turn mildly bitter and pithy on the finish.",Ampakama,84,11,Other,San Juan,,Michael Schachner,@wineschach,Casa Montes 2015 Ampakama Viognier (San Juan),Viognier,Casa Montes
2156,US,"The aromas are light, with notes of white flowers, green herbs and peach. The flavors are tart and elegant in style, seeming quite watery in concentration.",Falcon Series Estate,84,21,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Kestrel 2015 Falcon Series Estate Viognier (Yakima Valley),Viognier,Kestrel
2157,France,"A fruity wine with soft tannins that is ready to drink. It has banana, red cherry and light spice flavors, finished off with attractive acidity.",Collection,84,14,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,L. Tramier & Fils 2014 Collection  (Beaujolais-Villages),Gamay,L. Tramier & Fils
2158,Portugal,"This wine is ripe with red fruits and soft tannins. It is smooth, packed with red-berry flavors lifted by the acidity. Made to be drunk young, it is ready now.",Pinta Negra Tinto,84,9,Lisboa,,,Roger Voss,@vossroger,Adega Mãe 2015 Pinta Negra Tinto Red (Lisboa),Portuguese Red,Adega Mãe
2159,Italy,"Easygoing and enjoyable, this has aromas of mature black-skinned fruit, violet and an earthy whiff of truffle. The juicy simple palate offers black cherry and a hint of baking spice alongside supple tannins. Drink soon.",,84,15,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Valori 2014  Montepulciano d'Abruzzo,Montepulciano,Valori
2160,Italy,"Aromas of plum, violet and a whiff of spice emerge on this extremely simple red. The short diluted palate suggests red cherry and a hint of vanilla alongside frail tannins.",Le Paranze,84,,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Castorani 2014 Le Paranze  (Montepulciano d'Abruzzo),Montepulciano,Castorani
2161,US,"Slightly sweet and quite light in body, this wine has modest peach and herb aromas, generic fruit flavors and a soft texture.",,84,23,California,California,California Other,Jim Gordon,@gordone_cellars,Bota Box 2015 Riesling (California),Riesling,Bota Box
2162,Spain,"Lemon and apple aromas precede a high-acid citric palate without much elegance or finesse. This pedestrian Albariño deals pithy orange flavors that come with a note of grape skins. On the finish, this seems like orange juice.",Covello,84,16,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Lo Nuevo 2015 Covello Albariño (Rías Baixas),Albariño,Lo Nuevo
2163,US,"High-toned aromatics complement aggressive, unintegrated flavors of raw wood. It's lumber, not toast, that you taste, along with bitter tannins and little evidence of ripe fruit.",Premier Cuvée,84,85,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Wetzel Estate 2012 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Wetzel Estate
2164,US,"Crushed stones and river rocks take center stage in this elegant off-dry Riesling. It's gorgeously mineral, yet also anchored against a backdrop of crisp cutting yellow-peach, tangerine and lemon flavors. It's a zesty, invigorating wine with a clean but persistent finish.",Humphrey's Vineyard,90,22,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Spring 2016 Humphrey's Vineyard Riesling (Finger Lakes),Riesling,Keuka Spring
2165,US,"Peach and blossom notes abound on this delightfully fresh fruity wine. Its sunny stone-fruit flavors are concentrated and juicy, balanced against zesty lime acidity and a meandering pollen finish. Sprightly in texture yet buoyant.",Semi Dry,90,17,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Spring 2016 Semi Dry Riesling (Finger Lakes),Riesling,Keuka Spring
2166,Greece,"Thyme and crushed herbs on the nose of this red lead into flavors of sweet spice, smoked meat and boysenberry. The wine has an exotic spin and a balanced overall character. Elegant and distinctive.",,90,15,Nemea,,,Susan Kostrzewa,@suskostrzewa,Kintonis 2012 Agiorgitiko (Nemea),Agiorgitiko,Kintonis
2167,US,"Strawberry and watermelon highlight a light, creamy palate of vanilla and lemon peel, the freshness maintained by moderate acidity.",Pauline's Vineyard Grenache,90,24,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Kokomo 2016 Pauline's Vineyard Grenache Rosé (Dry Creek Valley),Rosé,Kokomo
2168,US,"Pretty and floral, juicy and substantial, this wine delivers in flavor and texture, conveying caramel, baked pear and pineapple. Notable oak wraps around the fruit, ending with hazelnut and nutmeg.",,90,30,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,La Crema 2015 Chardonnay (Russian River Valley),Chardonnay,La Crema
2169,US,"A touch of smoky petrol in the aroma and flavor adds intrigue to this full-bodied, creamy-textured wine. A lot of effort in the winery, including native fermentation, 33% new French barrels and lees stirring helped it have a good sense of depth and richness without being overripe, contributing a mouthflling sensation and lingering finish.",,90,28,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,La Folia Winery 2015 Vermentino (Sierra Foothills),Vermentino,La Folia Winery
2170,Austria,"The restrained nose just gives a glimpse of lemon freshness. Lemon notes intensify on the palate, where they attain a lovely textural feel of pith and zest. A slender wine, it still carries a hint of yeast on the midpalate, but is subtle, clean, slender and fine. The finish is dry and refreshing.",Ried am Zaum Hefeabzug,90,25,Wachau,,,Anne Krebiehl MW,@AnneInVino,Malat 2016 Ried am Zaum Hefeabzug Pinot Blanc (Wachau),Pinot Blanc,Malat
2171,Italy,"Tight and focused, this opens with aromas of wild berry, red rose, culinary spice and a whisper of menthol. Chiseled and austere, the palate offers sour cherry, pomegranate, white pepper and a hint of anise. Youthfully assertive fine-grained tannins and bright acidity provide the framework. Give it time to soften and fully develop. Drink 2023–2033.",Cannubi,90,107,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marchesi di Barolo 2013 Cannubi  (Barolo),Nebbiolo,Marchesi di Barolo
2172,US,"This 100% varietal wine brings lightly styled aromas of green grass, herb, snap pea and whiffs of green pepper. The palate is full bodied and textured, bringing a sense of richness but never losing its balance. It lingers on the finish.",Reserve,90,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Matthews 2016 Reserve Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Matthews
2173,Italy,"Rose petal, underbrush, grilled herb and game aromas take shape in the glass along with a balsamic note. On the firm full-bodied palate, hints of baking spice accent ripe (almost overripe) morello cherry and raspberry. Close-grained tannins give it an assertive finish. It's already almost accessible. Drink 2021–2028.",Rocche di Castiglione,90,58,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Monchiero 2013 Rocche di Castiglione  (Barolo),Nebbiolo,Monchiero
2174,US,"Made as an ice wine, this sweet treat smells nutty, honeyed and a touch earthy It tastes rich, like salted peanuts coated with toffee and apricot syrup. The texture is viscous, palate-clinging and persistent, holding unctuous flavors for a long finish.",Vin de Glace,90,32,California,Lake County,,Jim Gordon,@gordone_cellars,Mt. Konocti Winery 2015 Vin de Glace Muscat (Lake County),Muscat,Mt. Konocti Winery
2175,Spain,"If you are of the school that says rosé from Provence is the world's gold standard, then give this excellent newcomer a try. Brief skin contact has created a light color and sense of elegance on the nose and palate. Flavors of cantaloupe and peach are lightly sweet but cut by ample acidity. Drink as soon as possible to capture this wine's fresh essence.",Flor de Muga,90,31,Northern Spain,Rioja,,Michael Schachner,@wineschach,Muga 2016 Flor de Muga Rosé (Rioja),Rosé,Muga
2176,US,"Pretty pink in color, this wine is inviting in aromatics, offering a depth of fresh strawberry and watermelon atop a substantial mouthfeel of body and weight. It finishes balanced and dry.",,90,32,California,Napa Valley,Napa,Virginie Boone,@vboone,Paraduxx 2016 Rosé (Napa Valley),Rosé,Paraduxx
2177,US,"Medium in build and lengthy with layers of flavor, this vineyard-designate offers a wealth of rhubarb, pomegranate, cherry and black tea, the background built around strong notions of forest floor.",Frere Vineyard,90,60,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Peter Paul Wines 2014 Frere Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Peter Paul Wines
2178,Austria,"Soft notes of green bell pepper, nettle and grass give this a fresh aspect. The slender palate then adds lemon, giving a focused zestiness, with glimpses of boxwood. The wine is citric, slender and very refreshing.",Ried Kittel,90,16,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Pratsch 2016 Ried Kittel Sauvignon Blanc (Niederösterreich),Sauvignon Blanc,Pratsch
2179,Spain,"This aerated, yellow-tinted brut nature smells mature, bready and buttery. The palate is full bodied, yeasty and anything but sweet. Salted citrus and papaya flavors are nutty and hold steady on a slightly flat finish. Drink now.",Glaç Brut Nature,90,31,Catalonia,Cava,,Michael Schachner,@wineschach,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,Maria Casanovas
